normal_tamil,theni_tamil
நான் விரும்புறேன்,நான் ஆசைப்படுறேம்
அவன் வெறுக்குறான்,அவன் வெறுக்குறான்
நான் பயப்படுறேன்,நான் பயப்படுறேம்
அவ தைரியமா இருக்கா,அவ நெஞ்சுரம் மிக்கவளா இருக்கா
அவங்க சந்தேகப்படுறாங்க,அவுக சந்தேகப்படுறாக
நான் உறுதியா நம்புறேன்,நான் நெசமாவே நம்புறேம்
அவன் மாறுறான்,அவன் மாறுறான்
அவ வளர்றா,அவ வளர்றா
நான் குறைக்குறேன்,நான் குறைக்குறேம்
அவங்க அதிகமாகுறாங்க,அவுக கூடிக்கிட்டே போறாக
அவ ஸ்டார்ட் பண்ா,அவ ஆரம்பிக்கிறா
நான் நிறுத்துறேன்,நான் நிப்பாட்டுறேம்
