theni_tamil,normal_tamil
நேரம் போய்க்கிட்டே இருக்குப்பா,நேரம் போயிட்டே இருக்கு
ஒவ்வொரு நிமிசமும் முக்கியம்பா,நிமிஷம் முக்கியம்
இப்பவே ஆரம்பிப்பா,இப்பவே ஆரம்பிங்க
அப்பறம் பண்ணலாம்னு நெனைக்காதப்பா,அப்பாறம் பண்ணலாம்னு நினைக்காதீங்க
நாளைக்கு நாளைக்குனு தள்ளாதப்பா,நாளைக்கு நாளைக்குனு தள்ளாதீங்க
இன்னைக்கே முடிப்பா,இன்னைக்கே முடிங்க
தூக்கம் வரலப்பா,தூக்கம் வரல
கனவு காணுப்பா,கனவு காணுங்கள்
நெசமாவே நடக்கும்,நிஜமா நடக்கும்
கஷ்டப்படாம ஒன்னும் கெடைக்காதுப்பா,கஷ்டப்படாம எதுவும் கிடைக்காது
ஒழைப்பாதான் உயர்வுப்பா,உழைப்பா தான் உயர்வு
சோம்பேறியா இருக்காதப்பா,சோம்பேறியா இருக்காதீங்க
